# mean, investigation_time=50.0,imt=SA(1.0)
lon,lat,0.003:float32,0.005:float32,0.007:float32,0.0098:float32,0.0137:float32,0.0192:float32,0.0269:float32,0.0376:float32,0.0527:float32,0.0738:float32,0.103:float32,0.145:float32,0.203:float32,0.284:float32,0.397:float32,0.556:float32,0.778:float32,1.09:float32,1.52:float32,2.13:float32,2.5:float32
-123.40000,48.65000,1.000000E+00,9.999965E-01,9.999397E-01,9.993459E-01,9.955812E-01,9.803098E-01,9.391051E-01,8.597685E-01,7.401190E-01,5.947104E-01,4.459276E-01,3.078012E-01,1.976532E-01,1.165312E-01,6.224007E-02,2.944538E-02,1.220521E-02,4.352517E-03,1.357610E-03,3.612084E-04,1.843265E-04
-123.37000,48.43000,1.000000E+00,9.999968E-01,9.999462E-01,9.994195E-01,9.960796E-01,9.823925E-01,9.446890E-01,8.700618E-01,7.542078E-01,6.099573E-01,4.601792E-01,3.205562E-01,2.093935E-01,1.272026E-01,7.099937E-02,3.551256E-02,1.564635E-02,5.921528E-03,1.939391E-03,5.319471E-04,2.728910E-04
-123.15000,49.70000,9.999942E-01,9.996566E-01,9.971902E-01,9.850727E-01,9.466476E-01,8.625399E-01,7.306144E-01,5.725073E-01,4.149946E-01,2.809874E-01,1.790477E-01,1.051304E-01,5.756576E-02,2.886762E-02,1.314246E-02,5.387648E-03,2.026398E-03,7.101197E-04,2.398287E-04,7.509264E-05,4.206931E-05
-123.12000,49.25000,9.999993E-01,9.999453E-01,9.994035E-01,9.958152E-01,9.807594E-01,9.380763E-01,8.532937E-01,7.276738E-01,5.765480E-01,4.249577E-01,2.923212E-01,1.839509E-01,1.067105E-01,5.596035E-02,2.617423E-02,1.073160E-02,3.874906E-03,1.238214E-03,3.668770E-04,1.000426E-04,5.296897E-05
-122.32900,49.05200,9.999904E-01,9.996889E-01,9.979535E-01,9.903284E-01,9.665477E-01,9.110412E-01,8.127041E-01,6.759256E-01,5.178697E-01,3.653571E-01,2.384247E-01,1.413630E-01,7.744713E-02,3.874521E-02,1.763823E-02,7.271459E-03,2.766198E-03,9.824681E-04,3.351989E-04,1.054689E-04,5.913091E-05
-121.95000,49.16700,9.999320E-01,9.985964E-01,9.931255E-01,9.749734E-01,9.302920E-01,8.445258E-01,7.154007E-01,5.591303E-01,3.997015E-01,2.626139E-01,1.600849E-01,8.908000E-02,4.630559E-02,2.226351E-02,9.903325E-03,4.081432E-03,1.595328E-03,5.943352E-04,2.129076E-04,6.936875E-05,3.928620E-05
-120.32000,50.67000,9.541096E-01,8.462146E-01,7.244799E-01,5.736287E-01,4.183004E-01,2.806128E-01,1.749307E-01,1.023745E-01,5.588404E-02,2.849186E-02,1.353511E-02,5.812324E-03,2.388437E-03,9.760854E-04,4.137294E-04,1.791874E-04,7.613019E-05,3.007546E-05,1.089848E-05,3.453387E-06,1.911500E-06
-119.58000,49.50000,9.777910E-01,9.033527E-01,8.022473E-01,6.599280E-01,4.976730E-01,3.427219E-01,2.180026E-01,1.300637E-01,7.272055E-02,3.825279E-02,1.883256E-02,8.319223E-03,3.402459E-03,1.313444E-03,5.062093E-04,2.007440E-04,8.089632E-05,3.119956E-05,1.119339E-05,3.531612E-06,1.952701E-06
-119.48000,49.88000,9.648805E-01,8.682451E-01,7.508817E-01,5.989301E-01,4.379224E-01,2.931238E-01,1.817062E-01,1.056380E-01,5.733718E-02,2.912551E-02,1.380952E-02,5.918169E-03,2.421251E-03,9.823922E-04,4.134890E-04,1.783743E-04,7.568771E-05,2.989150E-05,1.082818E-05,3.429890E-06,1.898090E-06
-114.08000,51.05000,7.529203E-01,5.935935E-01,4.745128E-01,3.561666E-01,2.500684E-01,1.632246E-01,9.962710E-02,5.750556E-02,3.145647E-02,1.658830E-02,8.554492E-03,4.232471E-03,2.071207E-03,9.912720E-04,4.618430E-04,2.062032E-04,8.750871E-05,3.445170E-05,1.255052E-05,4.030489E-06,2.249167E-06
-113.47000,53.55000,3.805223E-01,2.544093E-01,1.834037E-01,1.249254E-01,8.008347E-02,4.784181E-02,2.671658E-02,1.408601E-02,7.042251E-03,3.438491E-03,1.691015E-03,8.311376E-04,4.207594E-04,2.139202E-04,1.068879E-04,5.102160E-05,2.289506E-05,9.398183E-06,3.509921E-06,1.132585E-06,6.278419E-07
